transcript_id,speaker_role,entropy,age_in_months,age,entropy_random
2824,Target_Child,3.8638853735740435,14,14.065997248403457,4.28755021083238
2828,Parent,4.823344928841438,14,14.427400973325941,4.814274147407257
2828,Target_Child,2.3743580429618714,14,14.427400973325941,2.6075504961961067
2833,Parent,5.102183995780051,14,14.624530277829113,5.502976082609324
2833,Target_Child,3.0664567509844125,14,14.624530277829113,3.0879662089744784
2834,Parent,4.480348993285623,14,14.131707016571182,5.645607365008819
2834,Target_Child,2.1637629275018293,14,14.131707016571182,0.6415904305073006
2837,Parent,4.961550151001072,14,14.164561900655045,5.2411969177221
2837,Target_Child,2.367092342482777,14,14.164561900655045,3.727884814777513
2839,Parent,5.037193296484737,14,14.197416784738905,5.730708551327759
2839,Target_Child,0.064677917937671775,14,14.197416784738905,3.145368709244824
2845,Parent,4.902498547318264,14,14.295981436990493,5.02436508249484
2845,Target_Child,3.677252875552749,14,14.295981436990493,2.1716383771187675
2849,Parent,5.299166796742902,14,14.493110741493664,4.607620386077863
2849,Target_Child,3.145368709244824,14,14.493110741493664,3.209396001006943
2850,Parent,5.096514276407683,14,14.7230949300807,4.8098948781603665
2850,Target_Child,0.6415904305073006,14,14.7230949300807,0.064677917937671775
2859,Parent,5.096989838964141,14,14.525965625577527,5.972786147329039
2859,Target_Child,3.203938697664418,14,14.525965625577527,3.0684141345094
2864,Parent,4.570854939647439,18,18.85459660362636,5.264748064447021
2864,Target_Child,4.725488329233006,18,18.85459660362636,3.884610695665065
2865,Parent,5.1204638534885545,19,19.756052485677323,5.433890366934023
2865,Target_Child,3.6363370038874883,19,19.756052485677323,4.963758536646331
2866,Parent,5.09827117261615,20,20.03326557013491,4.7946595273513
2866,Target_Child,3.9594775163759417,20,20.03326557013491,3.7063854023904876
2867,Parent,4.911079728117698,19,19.52606829709029,4.56501535236863
2867,Target_Child,2.0810112329700323,19,19.52606829709029,4.177178928089792
2868,Parent,5.365669989691762,20,20.098975338302633,5.217756491473877
2868,Target_Child,3.442299245580639,20,20.098975338302633,4.510592436505996
2869,Parent,5.155808191160695,19,19.887472022012773,5.068490241188495
2869,Target_Child,4.843341078533356,19,19.887472022012773,4.425803433810503
2870,Parent,4.950040497797995,19,19.624632949341876,5.538481828660121
2870,Target_Child,4.098334826984452,19,19.624632949341876,2.0810112329700323
2871,Parent,5.16197280656264,19,19.493213413006426,4.942214949503714
2871,Target_Child,3.8362563418647926,19,19.493213413006426,4.266784803982195
2872,Parent,5.338631789893489,19,19.4275036448387,5.051583627052464
2872,Target_Child,4.727104732621944,19,19.4275036448387,4.367931558791002
2873,Parent,5.2377193755160585,19,19.624632949341876,5.3583485422980415
2873,Target_Child,3.930804744126992,19,19.624632949341876,2.9285554580156825
2874,Parent,5.068490241188495,19,19.690342717509598,4.77509135189607
2874,Target_Child,4.355931143526315,19,19.690342717509598,4.543422699861911
2875,Parent,5.149845813007733,19,19.624632949341876,5.27734645800788
2875,Target_Child,4.138979413022007,19,19.624632949341876,3.6347188272400763
2876,Parent,4.77509135189607,19,19.657487833425737,5.2377193755160585
2876,Target_Child,4.245044659690551,19,19.657487833425737,4.392694390053242
2877,Parent,5.26344433611978,20,20.49323394730898,5.76901564862211
2877,Target_Child,4.076821626209416,20,20.49323394730898,4.565527766208717
2878,Parent,4.946394399308238,19,19.460358528922566,5.8172807117319705
2878,Target_Child,2.9285554580156825,19,19.460358528922566,4.063413896711432
2879,Parent,5.081063828086685,20,20.19753999055422,5.440758959338284
2879,Target_Child,4.169833298942478,20,20.19753999055422,4.6058879661057315
2880,Parent,4.904839143957993,14,14.427400973325941,5.322542937728058
2880,Target_Child,3.209396001006943,14,14.427400973325941,3.3262114494842914
2881,Parent,4.696156068057189,19,19.4275036448387,4.7749144643568
2881,Target_Child,3.156843544780488,19,19.4275036448387,4.9729202546553894
2882,Parent,4.56501535236863,19,19.953181790180498,5.439196693466956
2882,Target_Child,3.0484794247180114,19,19.953181790180498,4.904018407747524
2883,Parent,4.942214949503714,19,19.657487833425737,6.094106928696655
2883,Target_Child,3.3890695280337533,19,19.657487833425737,4.2136306958548095
2884,Parent,5.038697720184695,20,20.03326557013491,5.476955657130992
2884,Target_Child,4.187625353161756,20,20.03326557013491,3.91964570555641
2885,Parent,5.217756491473877,20,20.36181441097353,4.82742285596946
2885,Target_Child,4.283389481453236,20,20.36181441097353,4.968248408454325
2886,Parent,4.8970313351591335,21,21.066140988521326,5.229487386548475
2886,Target_Child,4.337488385883575,21,21.066140988521326,4.983787390533416
2887,Parent,5.008455903050802,20,20.723218135896015,5.966199058110277
2887,Target_Child,4.187914811794953,20,20.723218135896015,2.7105344679476002
2888,Parent,4.850001813605552,20,20.591798599560565,4.850001813605552
2888,Target_Child,3.3639449690128806,20,20.591798599560565,3.7032839356588645
2889,Parent,5.084367805538616,19,19.690342717509598,5.802064267770788
2889,Target_Child,3.5951016460111154,19,19.690342717509598,4.441297704882106
2890,Parent,4.662431278277405,19,19.52606829709029,5.902832692412905
2890,Target_Child,2.20677649778452,19,19.52606829709029,4.592613819497084
2891,Parent,5.153809766215817,19,19.591778065258012,5.229235895626732
2891,Target_Child,3.7545015829878556,19,19.591778065258012,3.6363370038874883
2892,Parent,5.2783402780676845,21,21.230415408940633,4.913649059163637
2892,Target_Child,3.503099717583034,21,21.230415408940633,4.14986667471438
2893,Parent,4.943001690515554,20,20.394669295057394,4.771909657947051
2893,Target_Child,4.276724503873071,20,20.394669295057394,3.954057615612778
2894,Parent,5.289727168866055,20,20.723218135896015,5.442464725467876
2894,Target_Child,3.626819627307881,20,20.723218135896015,3.879995091573968
2895,Parent,5.301599065293209,19,19.953181790180498,5.0842473490877556
2895,Target_Child,4.231244091666376,19,19.953181790180498,3.7545015829878556
2896,Parent,5.1449323505645905,20,20.131830222386498,5.089664576719729
2896,Target_Child,3.7256039629137527,20,20.131830222386498,3.672093646624245
2897,Parent,5.087460032614146,20,20.723218135896015,5.161511163953338
2897,Target_Child,3.478617616102474,20,20.723218135896015,3.5142615080475843
2898,Parent,5.0874637338591295,19,19.23037434033553,4.085933447033909
2898,Target_Child,3.2940603824953025,19,19.23037434033553,4.479801585978369
2899,Parent,5.476955657130992,20,20.52608883139284,4.543561942527836
2899,Target_Child,4.510592436505996,20,20.52608883139284,2.6776489022985426
2900,Parent,5.020968649575903,20,20.394669295057394,4.63945510469827
2900,Target_Child,2.8371124642640506,20,20.394669295057394,4.863774376087446
2901,Parent,4.828076498524619,19,19.756052485677323,5.301599065293209
2901,Target_Child,2.281398859035495,19,19.756052485677323,1.3306592245688136
2902,Parent,5.22817321363517,20,20.131830222386498,5.055705867350299
2902,Target_Child,2.2294781341333123,20,20.131830222386498,4.286652028175846
2903,Parent,5.231428745888754,20,20.230394874638083,4.268871120452494
2903,Target_Child,2.7105344679476002,20,20.230394874638083,4.553867561238255
2904,Parent,5.028662689916536,20,20.8217827881476,5.365669989691762
2904,Target_Child,3.033990022518101,20,20.8217827881476,2.903895065062541
2905,Parent,4.806572420296278,20,20.427524179141255,5.087460032614146
2905,Target_Child,4.349501570223615,20,20.427524179141255,4.990448949000922
2906,Parent,5.0842473490877556,19,19.756052485677323,5.345473129634142
2906,Target_Child,3.7430901161522625,19,19.756052485677323,4.245044659690551
2907,Parent,5.036327682880422,20,20.230394874638083,5.22817321363517
2907,Target_Child,3.858867773388134,20,20.230394874638083,3.332261308202507
2908,Parent,5.043442007776165,20,20.953202324483048,5.6035076656247105
2908,Target_Child,2.61751472526197,20,20.953202324483048,2.1632066139416657
2909,Parent,4.934961088722652,20,20.394669295057394,5.020968649575903
2909,Target_Child,3.8074604508968246,20,20.394669295057394,4.644319147992161
2910,Parent,4.767077317516138,20,20.098975338302633,4.934961088722652
2910,Target_Child,3.5142615080475843,20,20.098975338302633,3.4299525706514706
2911,Parent,5.137353349935173,19,19.821762253845048,5.153809766215817
2911,Target_Child,4.266053087552262,19,19.821762253845048,4.635117170321617
2912,Parent,4.983358322916837,32,32.033511981765535,5.283543080724973
2912,Target_Child,4.624306853271386,32,32.033511981765535,4.788203346561109
2913,Parent,5.175930128688627,32,32.033511981765535,5.635337382694801
2913,Target_Child,5.120293566173254,32,32.033511981765535,3.8410351496964608
2914,Parent,5.281578925295272,32,32.230641286268714,5.518944617217363
2914,Target_Child,4.974511277574859,32,32.230641286268714,4.692708966979779
2915,Parent,5.056750266381983,29,29.78911271278671,5.669646792648123
2915,Target_Child,4.878864453056822,29,29.78911271278671,4.878864453056822
2916,Parent,5.453276814622027,32,32.49348035893961,5.580428768905685
2916,Target_Child,5.206443695552662,32,32.49348035893961,4.624306853271386
2917,Parent,5.107171186335351,30,30.88769789934085,4.907649544765657
2917,Target_Child,4.988509437729397,30,30.88769789934085,3.3219235606362756
2918,Parent,5.240067614811484,32,32.033511981765535,4.874686138097942
2918,Target_Child,4.8809770234024725,32,32.033511981765535,5.179130175735866
2919,Parent,5.326916294329645,32,32.36206082260416,5.27153936544826
2919,Target_Child,5.1397425159212915,32,32.36206082260416,5.054578825777486
2920,Parent,5.405344394601632,32,32.000657097681675,5.846234218246957
2920,Target_Child,4.720292083127516,32,32.000657097681675,4.949864015059347
2921,Parent,5.267436913821427,30,30.59200394258609,5.348049546724022
2921,Target_Child,4.894875672669594,30,30.59200394258609,4.292723178929259
2922,Parent,5.2569038258274565,33,33.03353251606809,5.176571727878644
2922,Target_Child,5.098308541474492,33,33.03353251606809,5.307281344472287
2923,Parent,5.297381133043044,31,31.394895172385468,6.107297542309066
2923,Target_Child,4.826369194067629,31,31.394895172385468,5.265034099151585
2924,Parent,5.0952298470265065,31,31.920573317727264,5.825787805788342
2924,Target_Child,4.396349083798592,31,31.920573317727264,5.06871998479055
2925,Parent,4.81095677576479,29,29.16486991519333,5.0195494503189675
2925,Target_Child,4.084012720812426,29,29.16486991519333,5.386715383209007
2926,Parent,5.28891323564124,31,31.953428201811125,5.093947108988316
2926,Target_Child,4.642818111118412,31,31.953428201811125,5.145291062791259
2927,Parent,5.213154601317231,31,31.72344401322409,5.541781367467712
2927,Target_Child,4.486822841959564,31,31.72344401322409,4.840652208028003
2928,Parent,5.004189941056557,30,30.78913324708926,5.43423369280801
2928,Target_Child,4.482897322786256,30,30.78913324708926,5.154526321321786
2929,Parent,5.13905019941081,32,32.000657097681675,5.1033622380099075
2929,Target_Child,5.054578825777486,32,32.000657097681675,5.104030612804464
2930,Parent,5.224197518712283,30,30.230600217663607,4.601991977799777
2930,Target_Child,4.868785019258327,30,30.230600217663607,5.197136394068027
2931,Parent,4.8785115770718495,30,30.526294174418364,5.362887728614636
2931,Target_Child,3.5303162337951304,30,30.526294174418364,5.130043991135118
2932,Parent,5.036168173946565,32,32.000657097681675,5.3049815913432266
2932,Target_Child,4.8000000355439845,32,32.000657097681675,4.834514108302157
2933,Parent,5.372220473422478,30,30.329164869915193,4.763083442777031
2933,Target_Child,4.875027060712077,30,30.329164869915193,3.6511450875113107
2934,Parent,5.093947108988316,31,31.033491447462985,5.583434511074842
2934,Target_Child,4.463004735777144,31,31.033491447462985,5.048587164475917
2935,Parent,5.086665493834646,32,32.000657097681675,5.4996842277787
2935,Target_Child,4.638022353279312,32,32.000657097681675,5.015934763578696
2936,Parent,5.334365364088959,29,29.690548060535125,5.354978957458622
2936,Target_Child,4.5032112624533465,29,29.690548060535125,4.770593647269524
2937,Parent,5.366812650317256,30,30.329164869915193,4.782080333378291
2937,Target_Child,4.784132746899829,30,30.329164869915193,4.823560177914716
2938,Parent,5.290259676495443,29,29.29628945152878,5.26929960276497
2938,Target_Child,5.024529125992781,29,29.29628945152878,4.084012720812426
2939,Parent,5.240865747284751,31,31.55916959280478,5.297381133043044
2939,Target_Child,5.127609400642966,31,31.55916959280478,5.031242882882398
2940,Parent,5.383210658934244,32,32.000657097681675,4.78741601452611
2940,Target_Child,4.959966312105131,32,32.000657097681675,5.1397425159212915
2941,Parent,5.204854546694711,27,27.591942339678432,5.447195735171188
2941,Target_Child,3.8745923728649574,27,27.591942339678432,4.747463724207824
2942,Parent,5.185127379607287,32,32.000657097681675,5.440739469034709
2942,Target_Child,4.661351030853164,32,32.000657097681675,4.612415788151749
2943,Parent,4.875023731833473,32,32.000657097681675,5.0586100822220414
2943,Target_Child,4.417298982750115,32,32.000657097681675,5.02173012716588
2944,Parent,5.19343840084501,28,28.131994496806914,5.255530572827909
2944,Target_Child,4.632654427332836,28,28.131994496806914,4.948966179890041
2945,Parent,5.333162801768541,28,28.953366598903468,4.919119715652017
2945,Target_Child,5.051512442101216,28,28.953366598903468,4.365070773294626
2946,Parent,5.251033305928627,27,27.42766791925912,5.63972871736586
2946,Target_Child,4.186562123217304,27,27.42766791925912,4.6306676717664725
2947,Parent,5.112785654940051,27,27.88763629643319,5.135246625326533
2947,Target_Child,4.333543368468153,27,27.88763629643319,5.116195805528131
2948,Parent,5.117879547390434,27,27.493377687426847,5.261465039935218
2948,Target_Child,4.5487807994686245,27,27.493377687426847,5.336115218439963
2949,Parent,5.266252212233567,22,22.000451754656154,4.592641471867526
2949,Target_Child,4.844668537287702,22,22.000451754656154,4.3922262058954145
2950,Parent,5.35461551585626,25,25.00051335756381,5.300521435181734
2950,Target_Child,5.053276195896287,25,25.00051335756381,3.9991009409936598
2951,Parent,5.318318147120796,25,25.00051335756381,5.394311323063883
2951,Target_Child,4.984622355168204,25,25.00051335756381,5.316939785426141
2952,Parent,5.419131487114861,33,33.00067763198423,5.357109363235751
2952,Target_Child,5.337703715881773,33,33.00067763198423,5.09549704634886
2953,Parent,5.573683819645502,34,34.00069816628678,5.475720581487126
2953,Target_Child,5.496272631961504,34,34.00069816628678,5.059966569536051
2954,Parent,5.407031892757479,35,35.00071870058933,5.940536599173994
2954,Target_Child,5.23629531274205,35,35.00071870058933,5.20664525127022
2955,Parent,5.191827127086278,15,15.000308014538286,5.191827127086278
2955,Target_Child,2.473623304785684,15,15.000308014538286,2.6953866535249555
2956,Parent,5.471256183012767,16,16.000328548840837,5.269823003249098
2956,Target_Child,2.924829243296397,16,16.000328548840837,4.52044634033284
2957,Parent,4.87049110830281,16,16.000328548840837,5.521658850724792
2957,Target_Child,3.4215122971328022,16,16.000328548840837,3.684590594554413
2958,Parent,5.234165623451586,17,17.00034908314339,4.998268764601063
2958,Target_Child,3.756557073651954,17,17.00034908314339,4.7502934842660105
2959,Parent,5.295600825697604,17,17.00034908314339,5.088872191072808
2959,Target_Child,3.448110381776733,17,17.00034908314339,3.9362901167651905
2960,Parent,4.998268764601063,17,17.00034908314339,5.830093883098883
2960,Target_Child,3.16034374663109,17,17.00034908314339,3.963071484800909
2961,Parent,5.367073679893225,18,18.000369617445944,5.5948056741122985
2961,Target_Child,3.105712642542,18,18.000369617445944,4.379217541571351
2962,Parent,5.27734645800788,19,19.000390151748494,5.2724984342693295
2962,Target_Child,4.266784803982195,19,19.000390151748494,3.531701054878982
2963,Parent,5.231231024767812,19,19.000390151748494,5.6765820551491775
2963,Target_Child,4.003549210993389,19,19.000390151748494,3.5951016460111154
2964,Parent,5.439196693466956,19,19.000390151748494,5.275479598155257
2964,Target_Child,4.063413896711432,19,19.000390151748494,3.406015966865816
2965,Parent,4.700364293795467,20,20.000410686051048,5.1430359378149
2965,Target_Child,4.477384972119128,20,20.000410686051048,3.9203416803604814
2966,Parent,4.512459588100146,20,20.000410686051048,4.976760127168264
2966,Target_Child,4.286652028175846,20,20.000410686051048,3.4103108344034303
2967,Parent,4.7323262845709095,21,21.0004312203536,5.254937352725937
2967,Target_Child,4.453457186509117,21,21.0004312203536,5.187969085099816
2968,Parent,5.463935253314852,11,11.000225877328077,5.74116972194397
2968,Target_Child,2.3449235436188287,11,11.000225877328077,3.0276117942292937
2969,Parent,4.62274253473411,11,11.000225877328077,5.463935253314852
2969,Target_Child,3.0276117942292937,11,11.000225877328077,3.0210886673472532
3269,Parent,5.100427803151087,28,28.000574960471468,5.399995178633784
3269,Target_Child,2.7415004606509212,28,28.000574960471468,3.6798496416774804
3270,Parent,4.384564415024847,28,28.000574960471468,5.674487488567134
3270,Target_Child,3.0469172984004476,28,28.000574960471468,4.596533644570775
3272,Parent,5.451828922854696,27,27.131973962504365,5.017885066776064
3272,Target_Child,5.153844409579691,27,27.131973962504365,5.260969608525652
3273,Parent,5.396002488843298,27,27.591942339678432,5.264524434039139
3273,Target_Child,5.207517919602361,27,27.591942339678432,4.278612235586114
3274,Parent,5.372230132900565,28,28.099139612723054,4.853117754571177
3274,Target_Child,5.1877370527968765,28,28.099139612723054,5.045782598621127
3275,Parent,5.407949178759431,28,28.4933982217294,5.407949178759431
3275,Target_Child,5.154948925568487,28,28.4933982217294,3.959797805219467
3276,Parent,5.481743685754012,28,28.98622148298733,4.6662949773597475
3276,Target_Child,5.399340051766566,28,28.98622148298733,4.582756684161175
3277,Parent,5.371157519344386,29,29.394854103780364,4.982678300414814
3277,Target_Child,5.10763255231205,29,29.394854103780364,5.3165965313245716
3278,Parent,5.520601378121104,30,30.099180681328157,5.70722066526154
3278,Target_Child,5.344452307638768,30,30.099180681328157,4.7768464589189605
3279,Parent,5.3764249855214,30,30.55914905850223,4.569492277500821
3279,Target_Child,5.130203011487006,30,30.55914905850223,4.748096088267841
3280,Parent,5.543760459009929,31,31.033491447462985,5.117569685571967
3280,Target_Child,5.474396078265798,31,31.033491447462985,5.087038394210566
3281,Parent,5.293457791678106,31,31.460604940553193,5.300231164068531
3281,Target_Child,5.3738828729594585,31,31.460604940553193,5.241880008317014
3282,Parent,5.27153936544826,32,32.033511981765535,5.52528720093637
3282,Target_Child,5.3160078227406995,32,32.033511981765535,5.256014507535207
3283,Parent,5.434924561046943,32,32.52633524302347,5.405344394601632
3283,Target_Child,5.4028159673839,32,32.52633524302347,5.334362936543306
3284,Parent,5.176958359249949,33,33.132097168319675,5.7063250152007114
3284,Target_Child,5.375834011467324,33,33.132097168319675,4.925882602394403
3285,Parent,5.365081030054812,33,33.592065545493746,5.365081030054812
3285,Target_Child,5.306267212434887,33,33.592065545493746,5.337703715881773
3286,Parent,5.382011394221471,34,34.0664079344545,5.581312730304946
3286,Target_Child,5.189167260779473,34,34.0664079344545,4.781224686904898
3287,Parent,5.239023111605746,34,34.526376311628574,5.22206758331052
3287,Target_Child,5.072570371450145,34,34.526376311628574,5.365261674492395
3288,Parent,5.475720581487126,34,34.986344688802646,5.147020431924688
3288,Target_Child,5.365261674492395,34,34.986344688802646,4.660838445653214
3289,Parent,5.435945436658596,35,35.42783219367954,5.435945436658596
3289,Target_Child,5.280489829149138,35,35.42783219367954,4.752802148354949
3290,Parent,5.508176874863403,35,35.920655454937474,5.046630863928409
3290,Target_Child,5.182949531993731,35,35.920655454937474,4.897837567130705
3291,Parent,5.438250921168076,36,36.36214295981437,4.883387163582324
3291,Target_Child,5.350780926753071,36,36.36214295981437,5.305451687279706
3292,Parent,5.3617144691243155,36,36.822111336988435,5.213789936883599
3292,Target_Child,5.285968195796582,36,36.822111336988435,4.849929624123943
3293,Parent,5.576439258839262,37,37.2964537259492,5.806977411015617
3293,Target_Child,5.2619033363104135,37,37.2964537259492,4.719540126551869
3294,Parent,5.434755579288573,37,37.85498675537485,5.477093220807164
3294,Target_Child,5.172008716610242,37,37.85498675537485,5.310636777966793
3295,Parent,5.438892153003707,38,38.29647426025175,5.741333114323333
3295,Target_Child,5.5326712746403635,38,38.29647426025175,5.418910299764126
3296,Parent,5.414333386846775,38,38.69073286925809,5.490541129428742
3296,Target_Child,5.294531183477926,38,38.69073286925809,5.445076166325728
3297,Parent,5.35066978335757,39,39.132220374134995,5.370067432607847
3297,Target_Child,5.194223616003648,39,39.132220374134995,4.06388021374129
3298,Parent,5.516054457546404,39,39.59218875130906,4.391851165301848
3298,Target_Child,5.279238419630761,39,39.59218875130906,5.269140548990013
3299,Parent,5.4425295846219335,40,40.033676256185956,5.473741790130749
3299,Target_Child,5.344967084890227,40,40.033676256185956,5.181521665683876
3300,Parent,5.499034938240343,40,40.59220928561162,5.4425295846219335
3300,Target_Child,5.384515462681339,40,40.59220928561162,5.214064671427831
3301,Parent,5.485708839803284,41,41.03369679048851,5.515883953696431
3301,Target_Child,5.51686917255589,41,41.03369679048851,4.731823577322722
3302,Parent,5.348455052872445,41,41.49366516766258,5.234075130380891
3302,Target_Child,5.388579406549201,41,41.49366516766258,5.344275173915356
3303,Parent,5.517382303420109,41,41.95363354483665,4.60911677356002
3303,Target_Child,5.402578024991208,41,41.95363354483665,4.02116646347034
3304,Parent,5.3867197650595156,42,42.29655639746196,5.3843412763085965
3304,Target_Child,5.480809614855683,42,42.29655639746196,5.101498169293188
3305,Parent,5.504405439888288,43,43.23086716359679,3.9418806221527714
3305,Target_Child,5.5729219662454454,43,43.23086716359679,4.9445615655253965
3306,Parent,5.4634756743445765,44,44.03375839339617,5.112635416491966
3306,Target_Child,5.29617258742429,44,44.03375839339617,5.380084342053481
3307,Parent,5.447256781247043,44,44.46087188648637,5.255704802849074
3307,Target_Child,5.529641229368784,44,44.46087188648637,5.529641229368784
3308,Parent,5.577927854294252,44,44.85513049549272,5.366840628615852
3308,Target_Child,5.382981172831279,44,44.85513049549272,4.306358558802322
3309,Parent,5.471827109935681,45,45.52660218895665,5.471827109935681
3309,Target_Child,5.371647081753047,45,45.52660218895665,5.174773260539093
3310,Parent,5.447206628979667,46,46.49376783917534,5.4917999266403035
3310,Target_Child,5.359209757217407,46,46.49376783917534,5.359209757217407
3311,Parent,5.550202578739912,47,47.033819996303826,5.81980161006904
3311,Target_Child,5.319574978827494,47,47.033819996303826,5.215566123112505
3312,Parent,5.495798985915118,47,47.46093348939403,4.894764724171714
3312,Target_Child,5.417765008264144,47,47.46093348939403,4.865396751324711
3313,Parent,5.408355597785352,48,48.46095402369659,4.503598145770414
3313,Target_Child,5.4345165485389515,48,48.46095402369659,4.93540158363273
3314,Parent,5.526291162158385,49,49.493829442083,5.438961926452035
3314,Target_Child,5.428215595019548,49,49.493829442083,3.327333345264839
