age_bin,speaker,prior_topic,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,row_sum
12,child,topic_12,0.017042628315055926,0.12231210597052808,0.008818074929091068,0.017687907838843407,0.047981873523332476,0.007642956716911327,0.005445628342920795,0.04725084974422327,0.03939016139625327,0.05093449559699442,0.14181118177710836,0.3983992383298735,0.04369610353645481,0.01049453769229501,0.041092256290114273,391.9368943701777
12,child,topic_13,0.005350950214874468,0.09761105973527291,0.010793329704499916,0.027804373960011904,0.039766974106511054,0.006738146023717403,0.010133040420255675,0.047178786923104,0.03539454343355949,0.06941336472015001,0.2229413225057795,0.13344009972821655,0.21458477598705483,0.01823152450589718,0.060617708031095126,139.41444544082447
12,child,topic_14,0.018254016122478647,0.16951902118589882,0.009971095240606229,0.020541393508046107,0.03337476055837358,0.00805548118106392,0.011946659663622891,0.03483169813918546,0.0525785848197479,0.033578783466249804,0.1803190543435046,0.2733762545247713,0.0517588464288589,0.05262796061881158,0.049266390198780284,103.39845996516992
12,child,topic_15,0.008807790708003917,0.10412845337250279,0.003160388404436561,0.02288384619742293,0.042356759526489283,0.00798507069313201,0.0049771321915912875,0.04376629509915074,0.03313089632650393,0.04517151542110381,0.33943603584129695,0.1660256031506294,0.051965660695821377,0.010615550606003806,0.1155890017659112,240.45663371185623
12,child,topic_2,0.009079336549170662,0.2365610954657422,0.01146603606491663,0.013422467104267949,0.0346186500479268,0.006592283921553084,0.009403709041558475,0.03957237162270576,0.04253650835944468,0.03397459491607792,0.17804012030493874,0.28284390163529766,0.033796807884824843,0.01444434842090389,0.05364776866067075,488.0243374501531
12,child,topic_3,0.01126494406202735,0.1713420677515807,0.061687906452898185,0.01225958285751895,0.025223007801990653,0.004798069908485198,0.006206003724231615,0.029362655673093412,0.04062850639650803,0.02437662634025772,0.24962603743094097,0.26489813105713206,0.04485316444122034,0.02312940199167934,0.030343894110435518,35.84331097884582
12,child,topic_4,0.01369188084178259,0.06794060322007939,0.0054050789116340215,0.03889096800051604,0.0385195105996819,0.0074467585130666945,0.014986698114684638,0.07430758047569741,0.030966762477596877,0.03468710206167831,0.3059503460833456,0.2900836987203686,0.03469849673134823,0.01007894154114706,0.03234557370737268,226.452395117857
12,child,topic_5,0.014276678172985415,0.08054952106814187,0.004187759927830911,0.018638644077396644,0.05838235709893147,0.0046393710229765475,0.006733078071843612,0.03166121929278971,0.031881870388982304,0.03766480400265053,0.33777211661609713,0.2972808546976795,0.0348721860947257,0.008771937412238646,0.03268760205473006,435.94582530966926
12,child,topic_6,0.011072106446913999,0.05927057024982268,0.0043344215696273555,0.015228353341142324,0.022753906846315602,0.043052554161018775,0.01923560015449976,0.05715052234458918,0.04851650187543897,0.02574635844651397,0.44058182591441314,0.15058914144522237,0.045007276659023036,0.012190428861053936,0.04527043168440496,99.211616077669
12,child,topic_7,0.006164738849640658,0.07270997791561697,0.006629398243599818,0.027945902901131848,0.033314630923799333,0.01085289027392264,0.05494505285878663,0.14748789229859421,0.0406003672281127,0.02358159606154121,0.3438691875342316,0.133236653919868,0.0428161136409508,0.01721688780687144,0.03862870954333219,91.23820639192145
12,child,topic_8,0.012461595133436337,0.05337722313330647,0.005516233584506614,0.032989594544288556,0.02915586159078881,0.007933279477934117,0.016640165388972703,0.21828367051504458,0.02405406495962587,0.03138078244629754,0.31571855905387475,0.16363410004422782,0.02994096799986035,0.013183294826548656,0.045730607301286856,217.79845240934063
12,child,topic_9,0.007446040162570298,0.12925590985064378,0.00694703414504189,0.01199494475297721,0.037232753811583565,0.006729673500611358,0.013030454479405146,0.03935927648704588,0.061142617797463356,0.03541240894677755,0.2260186002098714,0.329553110599113,0.0427195396620459,0.015144429483284868,0.03801320611156476,426.946212535408
12,child_self,topic_1,0.06012085181338357,0.10155749775921319,0.02591014612194945,0.02105845328009565,0.07091365448807245,0.009730542789543701,0.011836505509133661,0.04318527553299438,0.034359871747895794,0.041620207408519155,0.2015925199483483,0.32719264093768113,0.017035353086043873,0.0070092099052523945,0.026877269671873334,51.46979064560756
12,child_self,topic_10,0.014883561985325307,0.11897990851887155,0.0059356008215979365,0.023675796957336372,0.056060203490392986,0.00820101623521571,0.007682274290737721,0.05333067285015468,0.042004036716169306,0.15303408797585555,0.2215129094109469,0.13541183089466607,0.08522490760895934,0.020762659078210514,0.053300533165560125,179.93833578949273
12,child_self,topic_11,0.006676429133220159,0.05096485475064807,0.006096812372763392,0.017154108292912494,0.03567671512519094,0.008520939470601922,0.01031558774782065,0.05761890088129029,0.02732663034073593,0.035490501798264955,0.5950026376284144,0.06565156879571887,0.03887386465005844,0.007406971914857612,0.03722347709750193,1155.6370098525606
12,child_self,topic_12,0.015620337918013087,0.08428916676085299,0.007522521873815447,0.014701237616111602,0.03064785901757374,0.004604869458178701,0.003235589291924734,0.02148978183875208,0.032409462445457296,0.022252420886523416,0.07695376880979442,0.6524095772849722,0.014246647264172766,0.005785594862334271,0.013831164671523307,1004.912613038673
12,child_self,topic_13,0.003363987213315393,0.10135678715835418,0.008388384239503412,0.02106029155608667,0.04959195995160262,0.005829141283516015,0.0113954977271822,0.046331220795878515,0.03843832157223165,0.08386463193723527,0.22444609912837973,0.06488544987062504,0.24833719382465916,0.02376659655512529,0.06894443718630482,186.19046035409778
12,child_self,topic_14,0.007692357865060104,0.14966630046766408,0.009525639423468207,0.021531176580527087,0.061283977878890145,0.006516573288419992,0.025800548551106316,0.04227541906730662,0.05265590949110016,0.06194352558633672,0.17657047657040237,0.08646919507825232,0.08524966154109118,0.12086596294667733,0.0919532756636974,51.350679786383346
12,child_self,topic_15,0.007371049258887035,0.12310267050723414,0.00939187575324042,0.0252170735289075,0.05115103210058915,0.013278224189384687,0.007261149237042014,0.06501142288175973,0.03503611084150026,0.04934835942446553,0.26197880797178447,0.07760837373277242,0.07301044709238212,0.017906037960144144,0.18332736551990633,185.3327383787108
12,child_self,topic_2,0.009389994850116054,0.3368602920553841,0.008648391174565541,0.018838864245562102,0.03311665313082342,0.005074176043089382,0.01023622864235469,0.042309081879076345,0.04970302769136508,0.044953622244279914,0.1386580674720848,0.1884240990904687,0.039091147386640324,0.019776056947071307,0.054920297147118324,423.5281246812522
12,child_self,topic_3,0.05986238026024948,0.14084809546345395,0.030051562080683467,0.015213340225224125,0.02926891137858842,0.005663723452096108,0.006638960282339137,0.03397093371717895,0.021115278741926462,0.03816126771876452,0.20257493440500715,0.3161390891445947,0.03953888014877687,0.01523063062244044,0.045722012358676144,29.508460303170022
12,child_self,topic_4,0.017111161567555256,0.1084299813286251,0.007010052811901838,0.07798869133075424,0.05388001575329793,0.009905456813393457,0.02711909670855538,0.09086674677350083,0.0328297351793167,0.05988078887116213,0.2297535127775601,0.15067403463057263,0.05882337598048431,0.0177928684283639,0.05793448104495626,86.67892627589201
12,child_self,topic_5,0.026108585654063352,0.10078294175601421,0.004214538574779453,0.023458101709641167,0.10435284825226533,0.007156627968002978,0.0089622512282465,0.04723174278705027,0.05778228505089588,0.060141272339014944,0.24320816280968718,0.19350805223053477,0.05453191026905742,0.010052889037342793,0.05850779033340381,159.0611119148127
12,child_self,topic_6,0.012166012595215409,0.11101534034392713,0.003106600584704233,0.014582718699454274,0.03582676774134066,0.08235180067698127,0.01616751051096461,0.08392487185347,0.04640943007297745,0.02765383461738406,0.3468247801657946,0.10331241451718803,0.04761471572156448,0.013123551160672873,0.05591965073836083,32.72814631136582
12,child_self,topic_7,0.010757223461088256,0.07351016713705227,0.007641034947106241,0.02774781243537768,0.02594893444684266,0.01167655468054108,0.1351876141906764,0.13171485989520137,0.04322893144856636,0.02868110945118073,0.2921862630615614,0.06280445428207437,0.06632811963286481,0.023984762343637125,0.05860215858622917,43.6420104336981
12,child_self,topic_8,0.014685429755488809,0.07639413787382494,0.009136968117598185,0.0349839697372541,0.03792832035411062,0.009651723725131664,0.02345294996703281,0.29847028327754577,0.023804162859028644,0.030692610907735965,0.24850665057083055,0.09110988375311115,0.03446249961369461,0.011912033459407164,0.05480837602820505,226.2465767054199
12,child_self,topic_9,0.011419143465951225,0.1394655306510045,0.004875905456493855,0.0155253079683239,0.04820001140088147,0.011811513156735544,0.013188569714144602,0.029758972033455136,0.09410192271173434,0.0468194670417415,0.23929590343735788,0.22667949720671504,0.05078209877511093,0.020308467957061063,0.04776768902328896,159.02873547450034
12,parent,topic_1,0.20882767346261266,0.09625379667925446,0.0078988655792211,0.0485973980501646,0.1288500899785714,0.019881648522828137,0.016140728423096697,0.06033355693799462,0.08735347469935442,0.05857836462284445,0.06986557704005272,0.13217736136892827,0.012093569327534585,0.017379779761083108,0.03576811554645879,45.65313765244537
12,parent,topic_10,0.03623058597133375,0.10326841609273259,0.007935258783786169,0.04491979436842858,0.08780709175301121,0.01200300268618977,0.01356484570540452,0.03768104563721819,0.08322678557691773,0.25992974767422805,0.0784017719875517,0.09493945284108944,0.050934932427523776,0.021635660425647255,0.06752160806893728,158.90925003146629
12,parent,topic_11,0.05630272802564103,0.0766297947242208,0.0057586479639842696,0.05663873654649572,0.1235568910316906,0.03760886397115451,0.026758867566985037,0.06218583815965678,0.07939678187827767,0.07851536596666189,0.23360559441009232,0.04944851624652855,0.027239288472741412,0.016757759127016953,0.06959632590885254,1122.2298784811483
12,parent,topic_12,0.07232539225397185,0.13163128410899166,0.008726486435615476,0.0636533729772152,0.12235361243679649,0.013652295076063426,0.011267291924267323,0.028942815832788783,0.13158901868579306,0.08175045170660805,0.035419749395440854,0.21494696556431336,0.017242805740193566,0.027225480211619652,0.039272977650321256,985.1914138751891
12,parent,topic_13,0.023687790705036765,0.09703535574044898,0.012657637819496201,0.04372871294918101,0.06463200464432504,0.016471849124077117,0.02477361298365965,0.03778992130556303,0.08660679046869671,0.08892089590695434,0.06895591625201332,0.0818261480013763,0.26107236971826264,0.025677331246515184,0.06616366313439367,164.26301376650926
12,parent,topic_14,0.026168422720729924,0.1558434913003636,0.011156322039799412,0.03506884990383481,0.05250735953656832,0.018107761394085944,0.04410068320527536,0.0410904327961872,0.10299395191082676,0.08450656691226589,0.050977500601738085,0.08947449398819486,0.04805623208051068,0.18508253210830558,0.054865399501313514,45.89151922404676
12,parent,topic_15,0.03310784063495222,0.12609216034628687,0.006559439264874177,0.04878626796542484,0.077972073815165,0.017072889492919605,0.021465712592895432,0.05940482571509603,0.08693928283851052,0.07413428678802163,0.0687307099422558,0.08424430051641109,0.04087647759140001,0.018768569851683858,0.23584516264410293,164.26853441116683
12,parent,topic_2,0.030963564298757285,0.3508932294031368,0.013369562127450923,0.028120807410484908,0.07663583548826185,0.013600586996878477,0.013960318404229146,0.030204462006718655,0.10574846445446981,0.07195442666098158,0.04298838809268882,0.10009316712064513,0.031188741731280202,0.03691305262760346,0.05336539317641293,401.62912892914966
12,parent,topic_3,0.08025134554920055,0.13644300170931573,0.10310301997648522,0.03543430944736016,0.1164585618381616,0.011328312617643398,0.014369548565426694,0.03480439886971661,0.07837726937929251,0.06942164565425406,0.0834415052907754,0.12875558448321112,0.030380273002680147,0.046558382092499885,0.030872841523976895,25.56897911718694
12,parent,topic_4,0.04068393503182019,0.08436162717912138,0.009072657825821236,0.179673810235248,0.08875569889063151,0.017860630920483966,0.03424702023255256,0.06733537060419582,0.07653627671531833,0.08919576476149592,0.09271983401833436,0.0950111540259131,0.044353151462968254,0.025127170161687532,0.05506589793440776,74.87704102907882
12,parent,topic_5,0.052017214991450775,0.09973414746272821,0.007956908339231216,0.046037630779158775,0.24855886133883467,0.015535180783294718,0.010960351052188429,0.037696395219593934,0.08912621428179392,0.09129224041587229,0.06977831986048595,0.1126949596560466,0.03502341699072311,0.02348009524959858,0.06010806357899877,149.75140311595212
12,parent,topic_6,0.03910364048940173,0.11650256372198287,0.00552961432528532,0.057508390050030826,0.053819652209055,0.19818758275856777,0.02395181482135785,0.03675840232166308,0.11135502624887912,0.049872052669296084,0.14167129934464115,0.07094098025402795,0.027526221683184162,0.018236604182729477,0.04903615491989768,28.053749670092934
12,parent,topic_7,0.028906586288715532,0.10136638612223842,0.00701693453806862,0.09865612746065876,0.04503325114702259,0.047537867479044434,0.21859759855595812,0.09960911781006042,0.07877978872825395,0.04505553311404141,0.05585345649960926,0.062085858199696295,0.047149514023187025,0.020313794148938278,0.04403818588450691,34.78411862590399
