transcript_id,speaker_role,entropy,age_in_months,age,entropy_random
2765,Parent,2.238072402971519,26,26.526212037208154,2.163243118743786
2765,Target_Child,2.030086698759872,26,26.526212037208154,2.118755017408592
2766,Parent,2.4321702992561565,26,26.75619622579519,1.7300368953963976
2766,Target_Child,1.9531232916800834,26,26.75619622579519,2.1153381183636846
2767,Parent,2.419247930388716,27,27.06626419433664,2.3175709652671785
2767,Target_Child,2.0777766202418086,27,27.06626419433664,2.246024242747444
2768,Parent,2.3792406148803575,27,27.526232571510707,1.6614106535980298
2768,Target_Child,2.098472975499804,27,27.526232571510707,2.231825558182868
2769,Parent,2.006979725398536,27,27.690506991930018,0.8380117663324885
2769,Target_Child,2.155842567805867,27,27.690506991930018,2.3733694530962097
2770,Parent,2.5416239585553035,27,27.920491180517054,2.182360071272381
2770,Target_Child,1.9713401943965132,27,27.920491180517054,2.228672079340302
2771,Parent,2.4904953616886933,28,28.131994496806914,1.9029367591861455
2771,Target_Child,1.948343550021604,28,28.131994496806914,1.7064460096753362
2772,Parent,2.3374907542468932,28,28.657672642148707,1.8315134000691986
2772,Target_Child,2.01230865778103,28,28.657672642148707,1.800974728597492
2773,Parent,2.3787791327941474,28,28.821947062568018,2.2940012487253485
2773,Target_Child,2.227831574162837,28,28.821947062568018,2.32324775928855
2774,Parent,2.4448450783657636,29,29.066305262941743,2.2798614971343705
2774,Target_Child,1.9511958767299231,29,29.066305262941743,1.8408645983129996
2776,Parent,2.4904953616886933,29,29.526273640115814,2.1487095748750957
2776,Target_Child,2.095065752496977,29,29.526273640115814,2.1907191403856547
2777,Parent,2.384399218382189,29,29.756257828702847,2.1253768559678394
2777,Target_Child,1.7016423806471574,29,29.756257828702847,2.037270280985634
2778,Parent,2.3899385795348826,29,29.986242017289882,2.1401011539759818
2778,Target_Child,1.5897452502200813,29,29.986242017289882,2.2390612505192364
2780,Parent,2.349387723496664,30,30.88769789934085,1.8951301178167554
2780,Target_Child,2.061114724133419,30,30.88769789934085,2.222621068814746
2782,Parent,2.3197291519809715,31,31.592024476888643,2.493247447610701
2782,Target_Child,1.9295024942282,31,31.592024476888643,1.8294077508275766
2784,Parent,1.8661523133005073,32,32.099221749933264,2.2177909716646553
2784,Target_Child,1.6463994686721413,32,32.099221749933264,2.3850673470933383
2786,Parent,2.2177909716646553,32,32.49348035893961,2.2005271433403824
2786,Target_Child,1.9264898240103148,32,32.49348035893961,2.469198743674473
2787,Parent,2.498454742364023,32,32.65775477935892,2.098768371136178
2787,Target_Child,2.1139820757080163,32,32.65775477935892,2.1997719969922964
2789,Parent,2.3322253112708817,32,32.95344873611368,1.7490268761993202
2789,Target_Child,1.7758452845376358,32,32.95344873611368,2.2097498908741655
2790,Parent,1.9334139082080357,33,33.03353251606809,2.377601947513081
2790,Target_Child,1.9752457961581174,33,33.03353251606809,2.398890782555
2791,Parent,2.178075270718758,33,33.32922647282285,2.4011859684526717
2791,Target_Child,1.996846596176631,33,33.32922647282285,2.084694428034451
2792,Parent,2.240485659034215,33,33.62492042957761,2.2389552170720517
2792,Target_Child,2.098250363172262,33,33.62492042957761,2.2393827631023884
2795,Parent,2.1179026824122587,34,34.0664079344545,2.1786514645810118
2795,Target_Child,1.6133384909760562,34,34.0664079344545,2.0326920914597384
2797,Parent,2.4143181391388153,34,34.46066654346085,2.47746116971648
2797,Target_Child,2.263303731810405,34,34.46066654346085,2.197206884519499
2798,Parent,2.3577418932736665,34,34.822070268383335,2.350085771575475
2798,Target_Child,1.9881475329335156,34,34.822070268383335,2.177420742028752
2799,Parent,2.329327636338262,34,34.822070268383335,1.8517985596093098
2799,Target_Child,2.2317679161054493,34,34.822070268383335,1.9881475329335156
2802,Parent,1.841154136219166,35,35.32926754142795,2.1536789992262206
2802,Target_Child,1.6735115974016743,35,35.32926754142795,1.5512959925605585
2805,Parent,1.940306700515281,36,36.1650136553112,2.007713459195143
2805,Target_Child,1.558621217601367,36,36.1650136553112,1.913794189890929
2806,Parent,1.7428892339171707,36,36.42785272798209,2.2528861902615307
2806,Target_Child,1.522812104016298,36,36.42785272798209,1.758333948500176
2808,Parent,2.1533441959080935,37,37.16503418961375,2.0637849846694403
2808,Target_Child,1.8685184550160963,37,37.16503418961375,2.226202595267652
2809,Parent,2.264775866130008,37,37.42787326228465,2.0126928509091417
2809,Target_Child,1.892082171767071,37,37.42787326228465,2.0985004431444243
2810,Parent,2.3831434450538533,37,37.88784163945871,1.476925686641323
2810,Target_Child,2.0010759341436057,37,37.88784163945871,2.1779787378004296
2811,Parent,2.264775866130008,38,38.06649007166472,2.074871092411345
2811,Target_Child,1.5994631594740265,38,38.06649007166472,2.0918780905888132
2812,Parent,1.7413916079479241,13,13.46023532310725,1.7413916079479241
2812,Target_Child,1.2828948060962468,13,13.46023532310725,1.482155861011177
2814,Parent,1.691964915412258,14,14.033142364319596,1.844438386784575
2814,Target_Child,0.6965954841089294,14,14.033142364319596,0.48663104457405126
2815,Parent,1.8003184877258702,13,13.854493932113595,2.279027678629284
2815,Target_Child,0.6073708951338374,13,13.854493932113595,2.1148941548981197
2817,Parent,1.831448641770901,14,14.164561900655045,2.0471485204304227
2817,Target_Child,1.5688663063861823,14,14.164561900655045,1.8020708588562135
2818,Parent,1.6845252273641993,14,14.131707016571182,1.7366625730783873
2818,Target_Child,1.632787114117879,14,14.131707016571182,0.6727139484138557
2819,Parent,1.9382541411606995,14,14.033142364319596,1.887705355086554
2819,Target_Child,1.0920662701085415,14,14.033142364319596,0.17753758366790842
2821,Parent,1.711526820213519,14,14.09885213248732,2.0083899455067695
2821,Target_Child,0.5019296829824562,14,14.09885213248732,0.5932378972748059
2823,Parent,1.9997635102653468,14,14.493110741493664,1.901037080878707
